dataset,original_name,standardized_name,query_name,variant,canonical_binomial,gbif_status,gbif_matched_name,gbif_accepted_name,folder_path,image_count,magnification,distribution
VN26,Julbernardia pellegriniana Troupin,julbernardia pellegriniana,julbernardia pellegriniana,,julbernardia pellegriniana,ACCEPTED,Julbernardia pellegriniana Troupin,Julbernardia pellegriniana Troupin,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Julbernardia pellegriniana Troupin,100,x20,ID
VN26,Julbernardia pellegriniana Troupin,julbernardia pellegriniana,julbernardia pellegriniana,,julbernardia pellegriniana,ACCEPTED,Julbernardia pellegriniana Troupin,Julbernardia pellegriniana Troupin,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Julbernardia pellegriniana Troupin,100,x50,ID
VN26,Milicia excelsa (Welw.) C.C.Berg,milicia excelsa,milicia excelsa,,milicia excelsa,ACCEPTED,Milicia excelsa (Welw.) C.C.Berg,Milicia excelsa (Welw.) C.C.Berg,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Milicia excelsa (Welw.) C.C.Berg,100,x10,ID
VN26,Milicia excelsa (Welw.) C.C.Berg,milicia excelsa,milicia excelsa,,milicia excelsa,ACCEPTED,Milicia excelsa (Welw.) C.C.Berg,Milicia excelsa (Welw.) C.C.Berg,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Milicia excelsa (Welw.) C.C.Berg,100,x20,ID
VN26,Milicia excelsa (Welw.) C.C.Berg,milicia excelsa,milicia excelsa,,milicia excelsa,ACCEPTED,Milicia excelsa (Welw.) C.C.Berg,Milicia excelsa (Welw.) C.C.Berg,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Milicia excelsa (Welw.) C.C.Berg,100,x50,ID
VN26,Millettia laurentii De Wild,millettia laurentii,millettia laurentii,,millettia laurentii,ACCEPTED,Millettia laurentii De Wild.,Millettia laurentii De Wild.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Millettia laurentii De Wild,100,x10,ID
VN26,Millettia laurentii De Wild,millettia laurentii,millettia laurentii,,millettia laurentii,ACCEPTED,Millettia laurentii De Wild.,Millettia laurentii De Wild.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Millettia laurentii De Wild,100,x20,ID
VN26,Millettia laurentii De Wild,millettia laurentii,millettia laurentii,,millettia laurentii,ACCEPTED,Millettia laurentii De Wild.,Millettia laurentii De Wild.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Millettia laurentii De Wild,100,x50,ID
VN26,Monopetalanthus coriaceus Mor,monopetalanthus coriaceus,monopetalanthus coriaceus,,monopetalanthus coriaceus,SYNONYM,Monopetalanthus coriaceus J.Morel ex Aubrév.,Monopetalanthus coriaceus J.Morel ex Aubrév.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Monopetalanthus coriaceus Mor,100,x10,OOD
VN26,Monopetalanthus coriaceus Mor,monopetalanthus coriaceus,monopetalanthus coriaceus,,monopetalanthus coriaceus,SYNONYM,Monopetalanthus coriaceus J.Morel ex Aubrév.,Monopetalanthus coriaceus J.Morel ex Aubrév.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Monopetalanthus coriaceus Mor,100,x20,OOD
VN26,Monopetalanthus coriaceus Mor,monopetalanthus coriaceus,monopetalanthus coriaceus,,monopetalanthus coriaceus,SYNONYM,Monopetalanthus coriaceus J.Morel ex Aubrév.,Monopetalanthus coriaceus J.Morel ex Aubrév.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Monopetalanthus coriaceus Mor,100,x50,OOD
VN26,Nauclea diderrichii Merr,nauclea diderrichii,nauclea diderrichii,,nauclea diderrichii,ACCEPTED,Nauclea diderrichii (De Wild.) Merr.,Nauclea diderrichii (De Wild.) Merr.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Nauclea diderrichii Merr,100,x10,ID
VN26,Nauclea diderrichii Merr,nauclea diderrichii,nauclea diderrichii,,nauclea diderrichii,ACCEPTED,Nauclea diderrichii (De Wild.) Merr.,Nauclea diderrichii (De Wild.) Merr.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Nauclea diderrichii Merr,100,x20,ID
VN26,Nauclea diderrichii Merr,nauclea diderrichii,nauclea diderrichii,,nauclea diderrichii,ACCEPTED,Nauclea diderrichii (De Wild.) Merr.,Nauclea diderrichii (De Wild.) Merr.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Nauclea diderrichii Merr,100,x50,ID
VN26,Pachyelasma tessmannii (Harms) Harms,pachyelasma tessmannii,pachyelasma tessmannii,,pachyelasma tessmannii,ACCEPTED,Pachyelasma tessmannii (Harms) Harms,Pachyelasma tessmannii (Harms) Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Pachyelasma tessmannii (Harms) Harms,100,x10,ID
VN26,Pachyelasma tessmannii (Harms) Harms,pachyelasma tessmannii,pachyelasma tessmannii,,pachyelasma tessmannii,ACCEPTED,Pachyelasma tessmannii (Harms) Harms,Pachyelasma tessmannii (Harms) Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Pachyelasma tessmannii (Harms) Harms,100,x20,ID
VN26,Pachyelasma tessmannii (Harms) Harms,pachyelasma tessmannii,pachyelasma tessmannii,,pachyelasma tessmannii,ACCEPTED,Pachyelasma tessmannii (Harms) Harms,Pachyelasma tessmannii (Harms) Harms,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Pachyelasma tessmannii (Harms) Harms,100,x50,ID
VN26,Piptadeniastrum africanum Brenan,piptadeniastrum africanum,piptadeniastrum africanum,,piptadeniastrum africanum,ACCEPTED,Piptadeniastrum africanum (Hook.f.) Brenan,Piptadeniastrum africanum (Hook.f.) Brenan,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Piptadeniastrum africanum Brenan,100,x10,ID
VN26,Piptadeniastrum africanum Brenan,piptadeniastrum africanum,piptadeniastrum africanum,,piptadeniastrum africanum,ACCEPTED,Piptadeniastrum africanum (Hook.f.) Brenan,Piptadeniastrum africanum (Hook.f.) Brenan,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Piptadeniastrum africanum Brenan,100,x20,ID
VN26,Piptadeniastrum africanum Brenan,piptadeniastrum africanum,piptadeniastrum africanum,,piptadeniastrum africanum,ACCEPTED,Piptadeniastrum africanum (Hook.f.) Brenan,Piptadeniastrum africanum (Hook.f.) Brenan,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Piptadeniastrum africanum Brenan,100,x50,ID
VN26,Pterocarpus angolensis DC,pterocarpus angolensis,pterocarpus angolensis,,pterocarpus angolensis,ACCEPTED,Pterocarpus angolensis DC.,Pterocarpus angolensis DC.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Pterocarpus angolensis DC,100,x10,ID
VN26,Pterocarpus angolensis DC,pterocarpus angolensis,pterocarpus angolensis,,pterocarpus angolensis,ACCEPTED,Pterocarpus angolensis DC.,Pterocarpus angolensis DC.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Pterocarpus angolensis DC,100,x20,ID
VN26,Pterocarpus angolensis DC,pterocarpus angolensis,pterocarpus angolensis,,pterocarpus angolensis,ACCEPTED,Pterocarpus angolensis DC.,Pterocarpus angolensis DC.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Pterocarpus angolensis DC,100,x50,ID
VN26,Pterocarpus Jacq,pterocarpus jacq,pterocarpus jacq,,pterocarpus jacq.,ACCEPTED,Pterocarpus Jacq.,Pterocarpus Jacq.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Pterocarpus Jacq,100,x10,OOD
VN26,Pterocarpus Jacq,pterocarpus jacq,pterocarpus jacq,,pterocarpus jacq.,ACCEPTED,Pterocarpus Jacq.,Pterocarpus Jacq.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Pterocarpus Jacq,100,x20,OOD
VN26,Pterocarpus Jacq,pterocarpus jacq,pterocarpus jacq,,pterocarpus jacq.,ACCEPTED,Pterocarpus Jacq.,Pterocarpus Jacq.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Pterocarpus Jacq,100,x50,OOD
VN26,Pterocarpus soyauxii Taub,pterocarpus soyauxii,pterocarpus soyauxii,,pterocarpus soyauxii,ACCEPTED,Pterocarpus soyauxii Taub.,Pterocarpus soyauxii Taub.,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Pterocarpus soyauxii Taub,100,x10,ID
VN26,Pterocarpus soyauxii Taub,pterocarpus soyauxii,pterocarpus soyauxii,,pterocarpus soyauxii,ACCEPTED,Pterocarpus soyauxii Taub.,Pterocarpus soyauxii Taub.,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Pterocarpus soyauxii Taub,100,x20,ID
VN26,Pterocarpus soyauxii Taub,pterocarpus soyauxii,pterocarpus soyauxii,,pterocarpus soyauxii,ACCEPTED,Pterocarpus soyauxii Taub.,Pterocarpus soyauxii Taub.,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Pterocarpus soyauxii Taub,100,x50,ID
VN26,Tieghemella africana Pierre,tieghemella africana,tieghemella africana,,tieghemella africana,ACCEPTED,Tieghemella africana Pierre,Tieghemella africana Pierre,/Users/admin/Downloads/Experimentals/datasets/VN26/x10/Tieghemella africana Pierre,100,x10,ID
VN26,Tieghemella africana Pierre,tieghemella africana,tieghemella africana,,tieghemella africana,ACCEPTED,Tieghemella africana Pierre,Tieghemella africana Pierre,/Users/admin/Downloads/Experimentals/datasets/VN26/x20/Tieghemella africana Pierre,100,x20,ID
VN26,Tieghemella africana Pierre,tieghemella africana,tieghemella africana,,tieghemella africana,ACCEPTED,Tieghemella africana Pierre,Tieghemella africana Pierre,/Users/admin/Downloads/Experimentals/datasets/VN26/x50/Tieghemella africana Pierre,100,x50,ID
WOODAUTH,Ailanthus altissima,ailanthus altissima,ailanthus altissima,,ailanthus altissima,ACCEPTED,Ailanthus altissima (Mill.) Swingle,Ailanthus altissima (Mill.) Swingle,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Ailanthus altissima,359,,OOD
WOODAUTH,Alnus glutinosa,alnus glutinosa,alnus glutinosa,,alnus glutinosa,ACCEPTED,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa (L.) Gaertn.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Alnus glutinosa,754,,OOD
WOODAUTH,Castanea sativa,castanea sativa,castanea sativa,,castanea sativa,ACCEPTED,Castanea sativa Mill.,Castanea sativa Mill.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Castanea sativa,1659,,OOD
WOODAUTH,Cupressus sempervirens,cupressus sempervirens,cupressus sempervirens,,cupressus sempervirens,ACCEPTED,Cupressus sempervirens L.,Cupressus sempervirens L.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Cupressus sempervirens,621,,OOD
WOODAUTH,Fagus sylvatica,fagus sylvatica,fagus sylvatica,,fagus sylvatica,ACCEPTED,Fagus sylvatica L.,Fagus sylvatica L.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Fagus sylvatica,1333,,OOD
WOODAUTH,Fraxinus ornus,fraxinus ornus,fraxinus ornus,,fraxinus ornus,ACCEPTED,Fraxinus ornus L.,Fraxinus ornus L.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Fraxinus ornus,702,,OOD
WOODAUTH,Juglans regia,juglans regia,juglans regia,,juglans regia,ACCEPTED,Juglans regia L.,Juglans regia L.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Juglans regia,320,,OOD
WOODAUTH,Picea abies,picea abies,picea abies,,picea abies,ACCEPTED,Picea abies (L.) H.Karst.,Picea abies (L.) H.Karst.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Picea abies,498,,OOD
WOODAUTH,Pinus sylvestris,pinus sylvestris,pinus sylvestris,,pinus sylvestris,ACCEPTED,Pinus sylvestris L.,Pinus sylvestris L.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Pinus sylvestris,359,,OOD
WOODAUTH,Platanus orientalis,platanus orientalis,platanus orientalis,,platanus orientalis,ACCEPTED,Platanus orientalis L.,Platanus orientalis L.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Platanus orientalis,811,,OOD
WOODAUTH,Quercus cerris,quercus cerris,quercus cerris,,quercus cerris,ACCEPTED,Quercus cerris L.,Quercus cerris L.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Quercus cerris,650,,OOD
WOODAUTH,Robinia pseudoacacia,robinia pseudoacacia,robinia pseudoacacia,,robinia pseudoacacia,ACCEPTED,Robinia pseudoacacia L.,Robinia pseudoacacia L.,/Users/admin/Downloads/Experimentals/datasets/WOODAUTH/Robinia pseudoacacia,495,,OOD
WRD25,Cassia siamea,cassia siamea,cassia siamea,,cassia siamea,SYNONYM,Cassia siamea Lam.,Cassia siamea Lam.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Cassia siamea,194,,OOD
WRD25,Cinnamomum czmphora,cinnamomum camphora,cinnamomum camphora,,cinnamomum camphora,ACCEPTED,Cinnamomum camphora (L.) J.Presl,Cinnamomum camphora (L.) J.Presl,/Users/admin/Downloads/Experimentals/datasets/WRD25/Cinnamomum czmphora,82,,OOD
WRD25,Terminalia tomentosa,terminalia tomentosa,terminalia tomentosa,,combretaceae,ACCEPTED,Combretaceae,Combretaceae,/Users/admin/Downloads/Experimentals/datasets/WRD25/Terminalia tomentosa,68,,OOD
WRD25,Dalbergia bariensis,dalbergia bariensis,dalbergia bariensis,,dalbergia bariensis,SYNONYM,Dalbergia bariensis Pierre,Dalbergia bariensis Pierre,/Users/admin/Downloads/Experimentals/datasets/WRD25/Dalbergia bariensis,112,,OOD
WRD25,Dalbergia cochinchinensis,dalbergia cochinchinensis,dalbergia cochinchinensis,,dalbergia cochinchinensis,ACCEPTED,Dalbergia cochinchinensis Pierre,Dalbergia cochinchinensis Pierre,/Users/admin/Downloads/Experimentals/datasets/WRD25/Dalbergia cochinchinensis,71,,OOD
WRD25,Dalbergia fusca,dalbergia fusca,dalbergia fusca,,dalbergia fusca,SYNONYM,Dalbergia fusca Pierre,Dalbergia fusca Pierre,/Users/admin/Downloads/Experimentals/datasets/WRD25/Dalbergia fusca,109,,OOD
WRD25,Dalbergia latifolia,dalbergia latifolia,dalbergia latifolia,,dalbergia latifolia,ACCEPTED,Dalbergia latifolia Roxb.,Dalbergia latifolia Roxb.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Dalbergia latifolia,39,,OOD
WRD25,Dalbergia odorifera,dalbergia odorifera,dalbergia odorifera,,dalbergia odorifera,ACCEPTED,Dalbergia odorifera T.C.Chen,Dalbergia odorifera T.C.Chen,/Users/admin/Downloads/Experimentals/datasets/WRD25/Dalbergia odorifera,33,,OOD
WRD25,Dalbergia oliveri,dalbergia oliveri,dalbergia oliveri,,dalbergia oliveri,ACCEPTED,Dalbergia oliveri Gamble ex Prain,Dalbergia oliveri Gamble ex Prain,/Users/admin/Downloads/Experimentals/datasets/WRD25/Dalbergia oliveri,190,,OOD
WRD25,Dalbergia stevensonii,dalbergia stevensonii,dalbergia stevensonii,,dalbergia stevensonii,ACCEPTED,Dalbergia stevensonii Standl.,Dalbergia stevensonii Standl.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Dalbergia stevensonii,116,,OOD
WRD25,Dalbergia tucurensis,dalbergia tucurensis,dalbergia tucurensis,,dalbergia tucurensis,ACCEPTED,Dalbergia tucurensis Donn.Sm.,Dalbergia tucurensis Donn.Sm.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Dalbergia tucurensis,101,,OOD
WRD25,Diospyros crassiflora,diospyros crassiflora,diospyros crassiflora,,diospyros crassiflora,ACCEPTED,Diospyros crassiflora Hiern,Diospyros crassiflora Hiern,/Users/admin/Downloads/Experimentals/datasets/WRD25/Diospyros crassiflora,109,,ID
WRD25,Diospyros ebenum Koenig,diospyros ebenum,diospyros ebenum,,diospyros ebenum,ACCEPTED,Diospyros ebenum J.Koenig ex Retz.,Diospyros ebenum J.Koenig ex Retz.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Diospyros ebenum Koenig,49,,OOD
WRD25,Excentrodendron hsienmu,excentrodendron hsienmu,excentrodendron hsienmu,,excentrodendron hsienmu,SYNONYM,Excentrodendron hsienmu (Chun & F.C.How) Hung T.Chang & R.H.Miao,Excentrodendron hsienmu (Chun & F.C.How) Hung T.Chang & R.H.Miao,/Users/admin/Downloads/Experimentals/datasets/WRD25/Excentrodendron hsienmu,64,,OOD
WRD25,Intsia spp,intsia spp,intsia sp,spp.,intsia sp.,ACCEPTED,Plantae,Plantae,/Users/admin/Downloads/Experimentals/datasets/WRD25/Intsia spp,64,,OOD
WRD25,Mesua ferrea,mesua ferrea,mesua ferrea,,mesua ferrea,ACCEPTED,Mesua ferrea L.,Mesua ferrea L.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Mesua ferrea,40,,OOD
WRD25,Millettia stuhlmannii,millettia stuhlmannii,millettia stuhlmannii,,millettia stuhlmannii,ACCEPTED,Millettia stuhlmannii Taub.,Millettia stuhlmannii Taub.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Millettia stuhlmannii,124,,ID
WRD25,Pterocarpus erinaceus Poir,pterocarpus erinaceus,pterocarpus erinaceus,,pterocarpus erinaceus,ACCEPTED,Pterocarpus erinaceus Poir.,Pterocarpus erinaceus Poir.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Pterocarpus erinaceus Poir,45,,OOD
WRD25,Pterocarpus indicus,pterocarpus indicus,pterocarpus indicus,,pterocarpus indicus,ACCEPTED,Pterocarpus indicus Willd.,Pterocarpus indicus Willd.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Pterocarpus indicus,33,,OOD
WRD25,Pterocarpus macrocarpus,pterocarpus macrocarpus,pterocarpus macrocarpus,,pterocarpus macrocarpus,ACCEPTED,Pterocarpus macrocarpus Kurz,Pterocarpus macrocarpus Kurz,/Users/admin/Downloads/Experimentals/datasets/WRD25/Pterocarpus macrocarpus,148,,OOD
WRD25,Pterocarpus santalinus,pterocarpus santalinus,pterocarpus santalinus,,pterocarpus santalinus,ACCEPTED,Pterocarpus santalinus L.f.,Pterocarpus santalinus L.f.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Pterocarpus santalinus,48,,OOD
WRD25,Taiwania flousiana,taiwania flousiana,taiwania flousiana,,taiwania flousiana,SYNONYM,Taiwania flousiana Gaussen,Taiwania flousiana Gaussen,/Users/admin/Downloads/Experimentals/datasets/WRD25/Taiwania flousiana,60,,OOD
WRD25,Tectona grandis,tectona grandis,tectona grandis,,tectona grandis,ACCEPTED,Tectona grandis L.f.,Tectona grandis L.f.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Tectona grandis,97,,ID
WRD25,Terminalia myriocarpa,terminalia myriocarpa,terminalia myriocarpa,,terminalia myriocarpa,ACCEPTED,Terminalia myriocarpa Van Heurck & Müll.Arg.,Terminalia myriocarpa Van Heurck & Müll.Arg.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Terminalia myriocarpa,85,,OOD
WRD25,Xylia dolabriformis,xylia dolabriformis,xylia dolabriformis,,xylia dolabriformis,SYNONYM,Xylia dolabriformis Benth.,Xylia dolabriformis Benth.,/Users/admin/Downloads/Experimentals/datasets/WRD25/Xylia dolabriformis,77,,OOD
